Date	Time	Open	High	Low	Close	CL	BL	LS	FS1	FS2	Chaikin	%K	%D	HOBV	signal	MFI	ADX	plus	minus	DMI	
2023/12/14	05:00:09	16772.87	16775.25	16765.5	16771.06	16772.25	16776	 	16775.25	16767.25	-7.9	46.08	48.5	129457	130357.32	59.19	20.87	11.29	20.72	40.57	
2023/12/14	05:00:18	16771.96	16775.25	16767.75	16771.44	16774.13	16774.75	 	16775.25	16767.25	-7.54	46.35	47.64	129893	130314.6	59.42	22.3	9.65	17.71	41.94	
2023/12/14	05:00:29	16771.7	16771.7	16761.5	16765.25	16772.38	16774.75	 	16775.25	16767.25	-46.15	39.2	44.27	129004	130161.48	37.59	27.58	7.8	26.06	31.74	
2023/12/14	05:00:32	16768.48	16770	16762	16766.31	16772.38	16774.75	 	16775.25	16768.25	-59.49	33.03	39.77	128578	129928.72	26.23	31.97	6.61	22.08	34.53	
2023/12/14	05:00:42	16767.39	16778	16767.39	16773.69	16772.38	16774.75	 	16775.13	16768.25	-51.24	36.01	38.27	128975	129678.56	37.91	27.66	19.68	17.41	52.27	
2023/12/14	05:00:59	16770.54	16781.25	16770.54	16778.81	16771.38	16774.75	 	16775.44	16768.25	-6.67	44.39	40.72	129384	129471.76	37.82	26.57	21.69	14.13	57.56	
2023/12/14	05:01:09	16774.68	16787	16774.68	16782.75	16774.25	16774.75	 	16775.44	16768.25	38.21	61.54	49.05	129766	129302.04	49.25	28.99	26.85	11.21	65.64	
2023/12/14	05:01:24	16778.71	16785.25	16778.71	16783.06	16774.25	16774.75	 	16775.31	16768.25	81.75	76.64	60.09	130142	129241.64	60.35	31.01	23.73	9.91	63.82	
2023/12/14	05:01:37	16780.89	16785.25	16780.89	16783.19	16774.25	16774.75	 	16775.56	16768.25	104.8	83.31	69.38	130518	129323.12	59.62	32.69	21.71	9.06	62.65	
2023/12/14	05:02:00	16782.04	16787.5	16781	16784.44	16774.5	16774.75	 	16776.59	16768.25	115.43	85.3	75.75	130897	129515.12	84.49	35.52	23.41	7.87	65.55	
2023/12/14	05:02:17	16783.24	16789.75	16783.24	16786.5	16775.63	16775.5	 	16777.41	16768.25	115.04	86.64	80.1	131287	129786.16	100	39.14	24.94	6.79	68.15	
2023/12/14	05:02:30	16784.87	16789.5	16784.87	16787.38	16775.88	16775.5	 	16778.03	16768.25	114.08	88.43	83.43	131698	130139.56	100	42.15	22.33	6.08	66.25	
2023/12/14	05:02:46	16786.12	16791.5	16786.12	16789.13	16779.45	16776.38	 	16778.62	16768.25	115.05	90.17	86.13	132101	130525.8	100	45.81	24.22	5.3	68.92	
2023/12/14	05:03:04	16787.62	16790	16783	16787.44	16781.02	16776.38	 	16778.88	16768.25	126.2	89.65	87.53	131720	130882.52	85.97	42.53	20.2	11.82	58.38	
2023/12/14	05:03:16	16787.53	16793	16786	16789.38	16783.84	16777.13	 	16778.88	16768.25	122.98	89.61	88.37	132125	131211.48	86.12	42.39	23.96	9.86	64.1	
2023/12/14	05:03:32	16788.45	16797.25	16788.45	16793.63	16787.98	16779.25	 	16777.88	16768.25	126.02	89.24	88.72	132523	131513.76	86.23	44.84	28.84	7.88	70.95	
2023/12/14	05:03:44	16791.04	16796.25	16791.04	16794.19	16789.07	16779.25	 	16775.88	16768.25	132.24	89.15	88.89	132855	131785.04	85.99	46.88	25.25	6.9	68.34	
2023/12/14	05:04:01	16792.61	16796.5	16788.25	16793.44	16789.13	16779.25	 	16775.75	16768.25	143.34	89.33	89.07	132506	131994.16	72.75	43.36	20.41	12.05	58.36	
2023/12/14	05:04:16	16793.03	16799.25	16793.03	16797.19	16791.13	16780.38	 	16775.19	16768.25	165.09	90.3	89.56	132925	132203.4	72.84	42.78	23.92	10.27	63.65	
2023/12/14	05:04:29	16795.11	16802.25	16795.11	16799.75	16792.63	16781.88	 	16773.96	16768.25	193.46	90.58	89.97	133434	132415.88	73.87	44.31	26.98	8.54	68.44	
2023/12/14	05:04:38	16797.43	16804	16797.43	16801.63	16793.5	16782.75	 	16774.19	16768.25	219.54	90.35	90.12	133890	132633.6	87.83	46.56	26.92	7.19	69.73	
2023/12/14	05:04:51	16799.53	16805.75	16799.53	16803.19	16794.38	16783.63	 	16774.5	16768.25	234.81	91.07	90.5	134331	132864.08	87.99	49.34	27.1	6.1	71	
2023/12/14	05:04:59	16801.36	16806.5	16801.36	16803.94	16796.25	16784	 	16774.5	16769.63	230.5	90.31	90.43	134776	133169.16	88.18	52.04	25.47	5.3	70.16	
2023/12/14	05:05:09	16802.65	16804.75	16797	16801.94	16797.38	16784	 	16774.5	16769.63	236.88	87.83	89.39	134304	133481.2	73.44	45.97	20.6	15.04	55.56	
2023/12/14	05:05:18	16802.29	16804.25	16798.25	16800.63	16797.38	16784	 	16774.38	16769.63	212.95	84.02	87.24	133892	133759.2	71.97	40.91	17.49	12.77	54.72	
2023/12/14	05:05:33	16801.46	16801.46	16791.5	16795.44	16797.38	16784	 	16774.13	16769.63	169.21	74.93	82.32	133358	133961.24	56.63	39.24	13.45	25.48	37.98	
2023/12/14	05:05:35	16798.45	16798.45	16790	16793.19	16798.25	16784	 	16774.44	16769.63	100.17	62.97	74.58	132494	134030.76	37.04	38.96	10.89	24.01	36.88	
2023/12/14	05:05:37	16795.82	16799.75	16795	16797.38	16798.25	16784	 	16773.56	16769.63	56.25	56.73	67.44	132893	133934.16	36.03	36.63	12.24	20.39	41.85	
2023/12/14	05:05:45	16796.6	16802.5	16796.6	16800.5	16798.25	16784.25	 	16773.56	16769.63	48.12	53.94	62.04	133254	133740.4	34.56	30.76	17.05	17.54	49.51	
2023/12/14	05:06:00	16798.55	16803	16798.55	16801.25	16798.25	16786.95	 	16773.56	16769.63	54.37	58.15	60.48	133631	133517.88	33.26	26.07	16.39	15.56	50.83	
2023/12/14	05:06:13	16799.9	16801	16793.75	16797.56	16798.25	16788.52	 	16773.06	16769.63	58.31	61.05	60.71	133226	133311.36	33.92	26.64	13.36	24.53	38.83	
2023/12/14	05:06:30	16798.73	16800.5	16794.75	16796.31	16797.38	16790.59	 	16774.5	16770.25	24.62	57.37	59.37	132797	133190.44	33.75	27.11	11.41	20.96	40.45	
2023/12/14	05:06:47	16797.52	16799.5	16793.5	16796.5	16797.13	16792.61	 	16774.5	16770.25	4.53	50.54	55.84	132390	133124.72	35.08	28.74	9.65	20.94	38.71	
2023/12/14	05:07:05	16797.01	16797.75	16789.75	16793.81	16796.38	16793.69	 	16774.5	16770.25	-5.96	38.51	48.91	132038	133052.36	41.65	32.98	7.74	26.07	31.67	
2023/12/14	05:07:22	16795.41	16795.41	16788	16790.06	16795.5	16793.75	 	16774.63	16771.25	-42.94	27.75	40.44	131612	132909.68	26.77	37.54	6.35	25.63	30.72	
2023/12/14	05:07:35	16792.74	16792.74	16784.25	16787.88	16793.63	16794.75	 	16775.56	16774.55	-71.55	21.96	33.05	131182	132690.52	13.35	43.02	5.09	29.31	25.78	
2023/12/14	05:07:42	16790.31	16790.31	16782	16787.13	16792.5	16794.25	 	16775.69	16776.2	-69.74	18.54	27.24	130830	132380.56	0	48.35	4.13	28.89	25.23	
2023/12/14	05:07:56	16788.72	16793.75	16787.75	16790.81	16792.5	16794.25	 	16777.91	16776.75	-63.58	22.89	25.5	131196	132042.96	13.25	46.32	11.46	24.46	37	
2023/12/14	05:08:09	16789.76	16793.5	16780.25	16787.06	16790.63	16793.38	 	16778.7	16776.75	-53.74	27.08	26.13	130582	131695.76	12.42	48.54	8.38	33.11	25.27	
2023/12/14	05:08:11	16788.41	16788.41	16780	16782.19	16790.25	16793.25	 	16780.48	16777.13	-114	25.28	25.79	129723	131353.76	10.77	50.48	6.95	27.98	28.97	
2023/12/14	05:08:14	16785.3	16790.75	16783.25	16786.88	16789.75	16793.25	 	16783.62	16779.25	-143.17	27.13	26.33	130088	131049.76	21.43	48.37	10.45	23.17	37.28	
2023/12/14	05:08:25	16786.09	16794.75	16786.09	16791.94	16788.88	16793.25	 	16784.16	16779.25	-129.1	30.31	27.92	130470	130810.04	33.05	41.5	16.62	19.17	47.45	
2023/12/14	05:08:35	16789.01	16792.25	16785.25	16788.75	16787.71	16793.25	 	16784.19	16779.25	-114.11	32.34	29.69	130098	130574.16	33.63	36.59	14.24	18.14	46.1	
2023/12/14	05:08:48	16788.88	16795.25	16785	16790.44	16787.63	16793.25	 	16785.75	16780.25	-95.21	42.22	34.7	130515	130393.84	45.34	31.95	17.26	14.48	52.78	
2023/12/14	05:08:59	16789.66	16796	16789.66	16794.38	16788	16793.25	 	16787.25	16781.75	-52.93	52	41.62	130841	130333.8	44.68	28.88	16.56	12.6	53.96	
2023/12/14	05:09:09	16792.02	16795.75	16787.25	16791.44	16788	16793.25	 	16788.13	16782.63	-27.49	53.57	46.4	130438	130331.52	47.7	25.01	13.69	15.32	48.37	
2023/12/14	05:09:20	16791.73	16791.73	16782	16785.88	16788	16793.25	 	16789	16783.5	-24	53.49	49.24	130079	130328	56.79	26.6	11.06	22.74	38.32	
2023/12/14	05:09:28	16788.8	16788.8	16779.5	16781.31	16787.75	16793	 	16790.13	16783.88	-59.78	45.12	47.59	129695	130352.28	42.57	29.55	9.07	23.49	35.58	
2023/12/14	05:09:35	16785.06	16789.25	16780.25	16784.63	16787.75	16792.13	 	16790.69	16783.88	-78.11	34.52	42.36	130079	130361.8	42.61	31.26	8.36	19.42	38.94	
2023/12/14	05:09:48	16784.84	16790.75	16784	16786.81	16787.75	16791.88	 	16790.69	16783.88	-94.49	29.93	37.39	130458	130311.28	56.79	30.1	10.23	16.8	43.43	
2023/12/14	05:10:04	16785.83	16785.83	16775.5	16781.44	16785.75	16789.25	 	16790.69	16783.88	-89.19	28.84	33.97	130092	130232.92	41.87	34.56	8.05	29.25	28.8	
2023/12/14	05:10:10	16783.63	16788.25	16779.25	16782	16785.75	16789.25	 	16791.13	16783.88	-111.3	33.61	33.83	130555	130189.24	44.78	34.92	11.24	24.3	36.94	
2023/12/14	05:10:14	16782.82	16782.82	16774	16777.25	16785	16788.5	 	16791.13	16783.88	-140.26	28.93	31.87	130033	130175.2	42.92	37.86	9.38	30.15	29.23	
2023/12/14	05:10:16	16780.03	16780.03	16775.25	16777.31	16784.88	16788.5	 	16791.25	16783.88	-166.66	22.35	28.06	129243	130145.16	37.29	40.31	8.46	27.21	31.25	
2023/12/14	05:10:19	16778.67	16780.75	16773.25	16778.25	16782.49	16788.13	 	16792.6	16783.88	-149.19	20.7	25.12	128831	130065.36	36.98	43.3	7.15	27.12	30.03	
2023/12/14	05:10:28	16778.46	16782.25	16771.75	16777.44	16781.25	16786.38	 	16793.39	16783.88	-125.73	18.96	22.65	128438	129933.24	25.33	45.8	5.67	21.52	34.15	
2023/12/14	05:10:39	16777.95	16777.95	16767	16771.25	16778.88	16783.75	 	16793.98	16783.88	-121.86	18.62	21.04	128005	129680.08	13.71	49.91	4.51	26.01	28.5	
2023/12/14	05:10:49	16774.6	16774.6	16762.75	16765.56	16776.75	16781.13	 	16794.87	16783.88	-161.53	16.25	19.12	127450	129310.08	12.98	54.51	3.56	28.09	25.47	
2023/12/14	05:10:51	16770.08	16770.08	16760	16763.06	16774.13	16778.88	 	16795.03	16783.88	-232.22	12.93	16.65	126569	128866.56	0	58.93	2.93	27.94	24.98	
2023/12/14	05:10:53	16766.57	16766.57	16759.25	16761.81	16773.75	16777.63	 	16794.63	16783.88	-279.94	9.72	13.88	126142	128380.56	0	62.77	2.54	25.58	26.96	
2023/12/14	05:10:59	16764.19	16770	16761.25	16765.63	16771.03	16777.63	 	16794.19	16783.88	-290.9	11.14	12.78	126539	127884.76	11.35	59.57	8.43	21.47	36.96	
2023/12/14	05:11:06	16764.91	16773.75	16764.91	16770.31	16770.75	16777.63	 	16793.38	16783.88	-265.55	17.57	14.7	126951	127448.8	23.13	51.72	13.97	17.96	46.01	
2023/12/14	05:11:14	16767.61	16771.25	16765.5	16768.81	16770.75	16777.63	 	16793.38	16783.88	-226.8	23.28	18.13	126560	127080.56	23.14	45.18	12.4	15.93	46.46	
2023/12/14	05:11:34	16768.21	16768.21	16759.75	16763.69	16770.75	16777.63	 	16792	16783.88	-197.42	25.46	21.06	126149	126802.48	23.29	44.46	10.21	24.3	35.92	
2023/12/14	05:11:40	16765.95	16771.25	16757.5	16765	16767.72	16776.75	 	16791.75	16783.88	-164.65	26.53	23.25	125787	126617.76	35.69	39.85	13.1	18.4	44.7	
2023/12/14	05:11:48	16765.47	16769.75	16759.75	16764.75	16766.05	16776.75	 	16791.5	16783.88	-137.29	24.66	23.81	126155	126493.64	55.6	36.01	10.81	15.18	45.62	
2023/12/14	05:11:57	16765.11	16765.11	16759	16761.25	16765.63	16776.75	 	16791.06	16783.88	-131.7	20.89	22.64	125763	126364.16	56.31	33.61	9.58	14.85	44.73	
2023/12/14	05:12:10	16763.18	16767.25	16759.25	16763.5	16765.63	16776.75	 	16790.48	16783.88	-117.26	23.21	22.87	126149	126253.84	56.14	28.29	12.18	12.6	49.57	
2023/12/14	05:12:27	16763.34	16768.25	16757.75	16762.75	16765.63	16776.75	 	16790.44	16783.88	-105.47	22.35	22.66	125803	126146.48	42.02	25.85	9.83	12.93	46.9	
2023/12/14	05:12:55	16763.05	16763.75	16753.5	16759.69	16763.63	16774.75	 	16790.63	16784	-80.86	21.47	22.18	125450	126039.84	42.63	28	8.02	18.18	39.84	
2023/12/14	05:13:03	16761.37	16772.25	16761.37	16767	16762.88	16774.63	 	16790.63	16784	-60.58	32.55	26.33	125811	125934.8	57.52	26.39	20.73	14.31	56.42	
2023/12/14	05:13:17	16764.18	16771	16762.5	16768.19	16762.88	16772.61	 	16790.63	16784	-20.12	43.76	33.3	126269	125897.52	59.05	25.04	17.67	12.2	55.47	
2023/12/14	05:13:36	16766.19	16771.75	16763.75	16768.31	16762.88	16772.13	 	16790.38	16784	12.52	57.16	42.85	126655	125896.92	59.33	24.6	16.49	10.46	56.03	
2023/12/14	05:14:06	16767.25	16767.25	16759.25	16763.06	16762.88	16772.13	 	16789.94	16784	26.88	64.22	51.39	126261	125928.48	59.28	22.14	13.81	16.83	46.98	
2023/12/14	05:14:24	16765.16	16765.16	16754.5	16758.63	16762.88	16772.13	 	16789.81	16784	20.47	54.55	52.66	125918	125992.24	45.64	23.86	11.23	22	39.23	
2023/12/14	05:14:42	16761.89	16762.25	16755.25	16757.06	16762.88	16770.88	 	16787.5	16784	-13.65	41.59	48.23	125552	126059.4	45.29	25.28	9.79	19.18	40.61	
2023/12/14	05:14:57	16759.48	16759.48	16748	16751.88	16760.13	16768.13	 	16787.5	16784	-55.71	26.5	39.54	125111	126060	43.85	30.47	7.82	28.04	29.78	
2023/12/14	05:15:05	16755.68	16755.68	16747.25	16749.94	16759.75	16765.03	 	16786.75	16784	-100.3	17.28	30.63	124708	125962.48	30.25	35.1	6.64	25.16	31.48	
2023/12/14	05:15:14	16752.81	16755.25	16746.5	16751.56	16759.38	16764.38	 	16786.69	16784	-108.92	16.2	24.86	124304	125768.36	28.87	39.29	5.59	22.54	33.05	
2023/12/14	05:15:23	16752.18	16758.75	16749.25	16753.25	16759.13	16764.38	 	16785.31	16784.25	-116.6	18.24	22.21	124644	125504.56	27.64	37.11	10.93	18.69	42.24	
2023/12/14	05:15:39	16752.72	16752.75	16742	16747.19	16756.88	16762.13	 	16783.81	16786.95	-116.7	18.44	20.7	124248	125198.96	27.63	39.54	8.79	27.62	31.17	
2023/12/14	05:15:53	16749.95	16755.5	16743.75	16749.13	16754.62	16759.97	 	16781.31	16786.75	-115.57	21.54	21.04	124622	124920.12	41.04	38.13	11.67	22.19	39.48	
2023/12/14	05:16:04	16749.54	16761.75	16749.54	16757.63	16753.58	16758.3	 	16778.94	16784.63	-88.25	29.77	24.53	124997	124730.72	54.63	32.5	19.32	17.7	51.62	
2023/12/14	05:16:14	16753.58	16762	16753.58	16758.88	16752.13	16757.88	 	16776.5	16783.25	-53.44	37.04	29.53	125340	124661.04	69.68	28.02	17.04	15.24	51.81	
2023/12/14	05:16:32	16756.23	16756.75	16749.75	16753.25	16752	16757.88	 	16775.69	16782.88	-31.14	42.22	34.61	124978	124655.68	70.78	25.77	14.43	19.34	45.09	
2023/12/14	05:16:49	16754.74	16755.25	16749.25	16752.31	16752	16757.88	 	16774.33	16782.88	-15.77	45.05	38.79	124620	124717.36	56.21	24.32	12.87	18.15	44.72	
2023/12/14	05:17:06	16753.53	16758	16753.25	16755.19	16752	16757.88	 	16774.19	16782.88	-17.48	44.89	41.23	124982	124813	56.58	20.56	16.75	16.17	50.59	
2023/12/14	05:17:28	16754.36	16756	16747.25	16752.88	16752	16757.13	 	16774.19	16782.88	1.17	42.28	41.65	124591	124880.84	56.69	21.86	13.94	24.97	38.97	
2023/12/14	05:17:40	16753.62	16755.25	16751	16753.25	16752	16757.13	 	16774.19	16782.88	14.77	46.36	43.54	124928	124890.76	56.06	22.94	12.69	22.74	39.95	
2023/12/14	05:18:04	16753.43	16756.75	16751	16752.94	16752.88	16757.13	 	16772.24	16782	-4.7	52.17	46.99	125410	124904.6	57.84	21.78	14.39	19.87	44.52	
2023/12/14	05:18:11	16753.19	16757.5	16750.75	16754.13	16754.63	16757.13	 	16771.4	16782	-15.25	54.18	49.86	125793	124950.48	58.47	19.76	13.89	16.86	47.03	
2023/12/14	05:18:26	16753.66	16763.25	16753.66	16758.25	16755.25	16757.13	 	16771.19	16782	-22.89	62.04	54.73	126167	125029.36	72.13	20.97	23.33	13.4	59.93	
2023/12/14	05:18:40	16755.95	16760.5	16753.5	16756.25	16755.25	16757.13	 	16771.19	16782	-43.91	64.92	58.81	125662	125167.32	68.38	21.76	19.78	11.7	58.08	
2023/12/14	05:18:46	16756.1	16756.1	16747.25	16751.5	16755.25	16757.13	 	16771.19	16782	-56.12	62.24	60.18	125212	125333.12	53.94	21	16.02	22.68	43.34	
2023/12/14	05:19:01	16753.8	16753.8	16745.5	16748.44	16754.38	16757.13	 	16769.19	16780	-78.1	53.68	57.58	124836	125458.68	54.22	21.79	13.23	22.4	40.83	
2023/12/14	05:19:19	16751.12	16753.75	16743.25	16748.75	16753.25	16757.13	 	16768.75	16780	-82.86	41.39	51.1	124445	125483.4	41.85	24.14	10.47	22.2	38.27	
2023/12/14	05:19:34	16749.93	16752.75	16742.25	16747.44	16752.75	16756.88	 	16767.74	16780	-81.62	30.43	42.83	124086	125377.48	26.68	26.83	8.37	19.66	38.71	
2023/12/14	05:19:51	16748.69	16748.69	16739	16742.13	16751.13	16755.38	 	16767.5	16780	-98.51	21.83	34.43	123712	125150.72	13.23	31.16	6.85	22.18	34.67	
2023/12/14	05:19:58	16745.41	16745.41	16735.5	16739.06	16749.38	16751.37	 	16767.5	16780	-126	18.68	28.13	123208	124832.44	0	36.44	5.6	24.58	31.03	
2023/12/14	05:20:04	16742.23	16742.23	16732	16734.69	16747.63	16748.58	 	16767.5	16779.13	-163.15	13.97	22.47	122843	124457.4	0	42.11	4.57	26.35	28.22	
2023/12/14	05:20:09	16738.46	16743.75	16735.5	16738.69	16746.25	16747.63	 	16766.88	16778.88	-189.58	14.03	19.09	123235	124087.88	14.19	44.11	6.56	22.04	34.53	
2023/12/14	05:20:16	16738.57	16743.5	16736.75	16740.75	16744.05	16747.63	 	16764.13	16775.5	-182.55	17.85	18.59	123597	123782.04	27.44	45.77	5.72	19.22	36.5	
2023/12/14	05:20:26	16739.66	16745.75	16738.75	16743.06	16742.9	16747.63	 	16762.39	16775.13	-155.47	23.35	20.5	123934	123563.08	40.51	42.8	9.35	16.59	42.76	
2023/12/14	05:20:38	16741.36	16750	16741.36	16746.63	16742.88	16747.63	 	16761.88	16774.75	-118.93	32.9	25.46	124287	123467.44	53.74	36.94	16.07	13.79	52.28	
2023/12/14	05:20:55	16743.99	16749.75	16742.25	16746.25	16742.38	16747.63	 	16761.75	16774.75	-87.34	38.95	30.85	124708	123526.12	68.22	32.06	13.67	11.73	51.94	
2023/12/14	05:21:13	16745.12	16748	16741.75	16745.31	16741	16747.63	 	16759.5	16772.5	-55.7	43.56	35.94	124312	123676.28	71.02	27.18	11.89	11.24	50.65	
2023/12/14	05:21:31	16745.22	16745.22	16734.75	16740.06	16741	16747.63	 	16757.3	16771.5	-33.97	43.66	39.02	123889	123857.68	69.49	29.56	9.41	22.73	36.68	
2023/12/14	05:21:47	16742.64	16742.64	16733.25	16735.31	16741	16747.63	 	16755.94	16771.25	-55.14	36.85	38.16	123513	124013.36	55.21	32.51	7.7	21.5	36.2	
2023/12/14	05:22:05	16738.98	16738.98	16732.5	16734.75	16741.25	16747.63	 	16755	16770.75	-84.34	28.54	34.31	123110	124078.8	41.02	35.47	6.69	20.2	36.49	
2023/12/14	05:22:19	16736.86	16736.86	16728.5	16732.38	16739.25	16745.88	 	16754.94	16769.88	-100.6	19.59	28.42	122723	123990.24	28.06	40.13	5.56	24.86	30.7	
2023/12/14	05:22:34	16734.62	16735.75	16729	16732.25	16739.25	16745.88	 	16754.94	16769	-106.6	15.33	23.18	122309	123778.48	14.94	44.02	4.78	21.37	33.41	
2023/12/14	05:22:46	16733.43	16735	16726	16731.38	16738	16744.63	 	16754.94	16769	-90.7	17.21	20.79	121898	123475.4	0	48.62	3.9	23.56	30.34	
2023/12/14	05:23:03	16732.4	16732.4	16723.25	16726.88	16736.5	16743.25	 	16754.56	16769	-90.03	17.23	19.37	121517	123109.32	0	53.38	3.19	24.75	28.44	
2023/12/14	05:23:15	16729.64	16729.64	16716.75	16720.63	16732.38	16740	 	16754.56	16769	-116.36	15.76	17.92	121040	122707.52	0	58.71	2.43	30.81	21.62	
2023/12/14	05:23:20	16725.13	16725.13	16715	16717.81	16730.11	16739.13	 	16755	16769	-156.33	13.18	16.03	120611	122300.64	0	63.4	1.99	28.35	23.64	
2023/12/14	05:23:31	16721.47	16721.47	16711.75	16715.75	16727.19	16737.5	 	16755.88	16769	-186.36	10.74	13.91	120052	121883.6	0	67.72	1.65	29.23	22.42	
2023/12/14	05:23:36	16718.61	16718.61	16713.5	16715.19	16725.36	16737.5	 	16756.19	16769	-214.37	9.76	12.25	119669	121457.04	0	71.33	1.48	26.35	25.14	
2023/12/14	05:23:48	16716.9	16716.9	16709.5	16712.06	16723.18	16735	 	16756.19	16769	-242.15	8.44	10.73	119198	121017.56	0	74.77	1.27	30.4	20.87	
2023/12/14	05:23:57	16714.48	16714.48	16709	16711.63	16722.38	16732.55	 	16756.19	16769	-247.09	8.11	9.68	118777	120570.36	0	77.69	1.12	27.95	23.17	
2023/12/14	05:24:07	16713.05	16713.05	16703.25	16708.25	16719.13	16728.53	 	16755.75	16769	-234.73	8.54	9.23	118368	120117.92	0	80.55	0.9	34.03	16.87	
2023/12/14	05:24:12	16710.65	16710.65	16704	16706.38	16717.83	16728.5	 	16755.19	16769	-233.94	8.29	8.85	117967	119672.36	0	82.94	0.77	29.31	21.47	
2023/12/14	05:24:19	16708.51	16709.25	16704.5	16706.63	16716.44	16728	 	16754.81	16768.88	-228.43	9.05	8.93	117515	119229.8	0	84.92	0.69	26.19	24.5	
2023/12/14	05:24:29	16707.57	16707.57	16700	16702.94	16712.57	16725	 	16753.25	16765.36	-229.42	9.38	9.11	117066	118794.72	0	86.84	0.57	31.81	18.76	
2023/12/14	05:24:36	16705.25	16705.25	16697	16700.44	16709.24	16723.5	 	16750.37	16763.13	-230.9	8.54	8.88	116575	118362.08	0	88.56	0.47	32.63	17.84	
2023/12/14	05:24:41	16702.85	16703	16695.5	16698.63	16707.06	16722.75	 	16748.1	16761.38	-231.06	8.54	8.74	116137	117929.92	0	90.05	0.39	30.55	19.84	
2023/12/14	05:24:53	16700.74	16700.74	16693.25	16695.38	16705.07	16721.63	 	16746.94	16761.38	-250.58	7.54	8.26	115689	117490.04	0	91.35	0.33	30.47	19.86	
2023/12/14	05:25:00	16698.06	16698.06	16688.25	16691.94	16701.37	16719.13	 	16745.84	16760.13	-265.64	7.79	8.07	115250	117045.72	0	92.54	0.26	34.69	15.57	
2023/12/14	05:25:07	16695	16695	16687.5	16691	16700.28	16718.75	 	16745.26	16760.13	-263.79	7.89	8	114838	116597.56	0	93.55	0.22	30.77	19.45	
2023/12/14	05:25:12	16693	16694.25	16687.75	16691.31	16699.08	16718.75	 	16745.25	16757.41	-240.76	8.63	8.25	114379	116149.64	0	94.39	0.19	26.41	23.78	
2023/12/14	05:25:19	16692.16	16693.5	16687	16689.69	16698.13	16718.38	 	16745	16757.13	-226.18	9.47	8.74	113977	115704.56	0	95.1	0.16	24.24	25.92	
2023/12/14	05:25:31	16690.92	16690.92	16685.5	16687.63	16696.53	16716.75	 	16744.31	16757.13	-218.95	9.01	8.84	113604	115267.2	0	95.73	0.14	24.68	25.46	
2023/12/14	05:25:45	16689.27	16690.25	16685.5	16687.81	16695.38	16715.36	 	16744.31	16757.13	-204.57	8.68	8.78	113194	114838.2	0	96.25	0.12	21.77	28.35	
2023/12/14	05:26:01	16688.54	16693	16688.54	16690.5	16694.25	16714.07	 	16744.31	16754.97	-193.11	10.14	9.33	113583	114448.12	13.49	87.67	7.2	18.86	38.34	
2023/12/14	05:26:10	16689.52	16693.5	16688.5	16690.69	16693.12	16712.24	 	16744.44	16753.3	-184.7	12.93	10.77	114000	114130.72	28.16	79.16	7.58	16.33	41.25	
2023/12/14	05:26:20	16690.1	16691.5	16685	16688.44	16691.53	16710.93	 	16742.56	16751.13	-165.17	15.04	12.48	113522	113881.52	27.53	75.45	6.27	22.82	33.45	
2023/12/14	05:26:31	16689.27	16689.27	16684	16685.63	16689.5	16709.88	 	16742.56	16751.13	-171.03	15.17	13.56	113117	113696.24	28.05	73.07	5.36	22.26	33.1	
2023/12/14	05:26:44	16687.45	16687.45	16681.75	16685.06	16688	16708.38	 	16741.31	16749.88	-153.28	14.06	13.76	112693	113573.16	27.84	72.45	4.52	24.97	29.54	
2023/12/14	05:26:59	16686.26	16689.75	16684.5	16687.56	16687.63	16707.08	 	16739.88	16748.5	-123.41	15.33	14.38	113107	113481.24	41.54	66.13	10.35	21.27	39.08	
2023/12/14	05:27:09	16686.91	16695.75	16686.91	16692.31	16688.75	16705.69	 	16736.19	16744.5	-85.17	24.41	18.39	113506	113384.72	55.34	58.13	23.61	16.37	57.24	
2023/12/14	05:27:15	16689.61	16699.75	16689.61	16696.44	16690.75	16703.44	 	16734.62	16743.63	-36.72	42.05	27.86	113895	113321.32	55.34	54.71	27.42	12.43	65	
2023/12/14	05:27:22	16693.02	16704.75	16693.02	16701.13	16693.25	16701.61	 	16732.35	16742	19.78	62.09	41.55	114328	113325.84	55.58	54.61	31.24	9.31	71.92	
2023/12/14	05:27:28	16697.07	16705.25	16697.07	16703.94	16693.5	16700.18	 	16731.43	16742	100.2	80.03	56.94	114771	113433.52	71.49	54.75	26.88	7.7	69.18	
2023/12/14	05:27:36	16700.51	16708.25	16700.51	16705.75	16695	16699.32	 	16729.09	16740.88	164.59	88.19	69.44	115199	113643.92	85.54	56.21	28.83	6.43	72.4	
2023/12/14	05:27:44	16703.13	16712.5	16703.13	16709	16697.13	16698.12	 	16727.46	16740.63	208.47	89.46	77.45	115608	113958.16	100	58.86	32.02	5.19	76.83	
2023/12/14	05:27:50	16706.06	16710.75	16706.06	16708.63	16697.13	16697.4	 	16723.83	16737.75	229.28	89.97	82.45	116125	114346.68	100	61.07	28.7	4.65	74.04	
2023/12/14	05:27:57	16707.34	16710.75	16705.75	16708.06	16698.5	16697.13	 	16723.16	16737.75	223.18	87.95	84.65	116519	114774.4	86.92	62.2	25.33	4.84	70.49	
2023/12/14	05:28:08	16707.7	16709.25	16700	16704.56	16699.7	16697.13	 	16722.22	16737.75	206.5	83.94	84.37	116122	115173.04	73.81	53.39	20.1	16.68	53.42	
